Day fraction since midnight on 	pH probe (pH)	air valve control 1 ()	air valve control 2 ()	air valve control 3 ()
0.621362335	3.630399466	Inf	Inf	Inf
0.621373914	3.603573084	Inf	Inf	Inf
0.621385481	3.595882654	Inf	Inf	Inf
0.621397071	3.532688141	Inf	Inf	Inf
0.62140865	3.752057552	Inf	Inf	Inf
0.621420217	3.626726389	Inf	Inf	Inf
0.621431785	3.630987406	Inf	Inf	Inf
0.621443352	3.568645001	Inf	Inf	Inf
0.621454931	3.642775536	Inf	Inf	Inf
0.621466509	3.619289875	Inf	Inf	Inf
0.621478088	3.604998112	Inf	Inf	Inf
0.621489667	3.592076778	Inf	Inf	Inf
0.621501234	3.638469219	Inf	Inf	Inf
0.621512813	3.602357149	Inf	Inf	Inf
0.62152438	3.617714167	Inf	Inf	Inf
0.621535959	3.613788843	Inf	Inf	Inf
0.621547526	3.576308012	Inf	Inf	Inf
0.621559117	3.589509964	Inf	Inf	Inf
0.621570684	3.649815083	Inf	Inf	Inf
0.621582251	3.693516254	Inf	Inf	Inf
0.621593841	3.577238321	Inf	Inf	Inf
0.621605409	3.576479197	Inf	Inf	Inf
0.621616976	3.618853092	Inf	Inf	Inf
0.621628555	3.701184511	Inf	Inf	Inf
0.621640122	3.598843813	Inf	Inf	Inf
0.621651712	3.590567827	Inf	Inf	Inf
0.621663279	3.62552619	Inf	Inf	Inf
0.621674847	3.660588026	Inf	Inf	Inf
0.621686437	3.610467196	Inf	Inf	Inf
0.621698004	3.62368083	Inf	Inf	Inf
0.621709571	3.627952099	Inf	Inf	Inf
0.621721139	3.662486553	Inf	Inf	Inf
0.621732717	3.622691393	Inf	Inf	Inf
0.621744308	3.627286196	Inf	Inf	Inf
0.621755875	3.588243723	Inf	Inf	Inf
0.621767442	3.65194869	Inf	Inf	Inf
0.621779009	3.536178589	Inf	Inf	Inf
0.6217906	3.606395483	Inf	Inf	Inf
0.62180219	3.584077358	Inf	Inf	Inf
0.621813734	3.654638767	Inf	Inf	Inf
0.621825313	3.553849936	Inf	Inf	Inf
0.621836903	3.71836257	Inf	Inf	Inf
0.621848471	3.592601061	Inf	Inf	Inf
0.621860061	3.700918198	Inf	Inf	Inf
0.621871605	3.594719887	Inf	Inf	Inf
0.621883195	3.579482794	Inf	Inf	Inf
0.621894763	3.58953166	Inf	Inf	Inf
0.62190633	3.668970347	Inf	Inf	Inf
0.621917909	3.625069141	Inf	Inf	Inf
0.621929499	3.612722874	Inf	Inf	Inf
0.621941066	3.599714518	Inf	Inf	Inf
0.621952633	3.965381146	Inf	Inf	Inf
0.621964201	3.898640871	Inf	Inf	Inf
0.621975779	3.899544239	Inf	Inf	Inf
0.62198737	3.926957846	Inf	Inf	Inf
0.621998937	3.630552054	Inf	Inf	Inf
0.622010527	3.459283114	Inf	Inf	Inf
0.622022083	3.476166248	Inf	Inf	Inf
0.62203365	3.466322184	Inf	Inf	Inf
0.622045241	3.495281458	Inf	Inf	Inf
0.622056796	3.463705063	Inf	Inf	Inf
0.622068387	3.446628809	Inf	Inf	Inf
0.622079954	3.430685759	Inf	Inf	Inf
0.622091521	3.534413576	Inf	Inf	Inf
0.6221031	3.436057568	Inf	Inf	Inf
0.622114667	3.492976666	Inf	Inf	Inf
0.622126257	3.56485486	Inf	Inf	Inf
0.622137825	3.455840349	Inf	Inf	Inf
0.622149392	3.471786737	Inf	Inf	Inf
0.622160982	3.531894207	Inf	Inf	Inf
0.622172549	3.569378376	Inf	Inf	Inf
0.622184117	3.566182137	Inf	Inf	Inf
0.622195695	3.522388935	Inf	Inf	Inf
0.622207263	3.482452154	Inf	Inf	Inf
0.622218853	3.584635735	Inf	Inf	Inf
0.622230443	3.519616842	Inf	Inf	Inf
0.622241987	3.487749577	Inf	Inf	Inf
0.622253578	3.55532527	Inf	Inf	Inf
0.622265168	3.507287741	Inf	Inf	Inf
0.622276724	3.530884266	Inf	Inf	Inf
0.622288291	3.529131651	Inf	Inf	Inf
0.622299858	3.55441618	Inf	Inf	Inf
0.622311449	3.617208719	Inf	Inf	Inf
0.622323016	3.635003805	Inf	Inf	Inf
0.622334583	3.582367659	Inf	Inf	Inf
0.622346173	3.585683584	Inf	Inf	Inf
0.622357752	3.617925167	Inf	Inf	Inf
0.622369319	3.544391632	Inf	Inf	Inf
0.622380887	3.535439253	Inf	Inf	Inf
0.622392454	3.642290592	Inf	Inf	Inf
0.622404044	3.61344409	Inf	Inf	Inf
0.622415611	3.559595108	Inf	Inf	Inf
0.622427179	3.560678721	Inf	Inf	Inf
0.622438769	3.654741287	Inf	Inf	Inf
0.622450336	3.563965321	Inf	Inf	Inf
0.622461903	3.584546089	Inf	Inf	Inf
0.622473482	3.587088585	Inf	Inf	Inf
0.622485049	3.577922344	Inf	Inf	Inf
0.62249664	3.595338345	Inf	Inf	Inf
0.62250823	3.604946375	Inf	Inf	Inf
0.622519774	3.570983172	Inf	Inf	Inf
0.622531365	3.650207758	Inf	Inf	Inf
0.622542932	3.56823206	Inf	Inf	Inf
0.622554499	3.603105307	Inf	Inf	Inf
0.622566089	3.60683465	Inf	Inf	Inf
0.622577657	3.620223045	Inf	Inf	Inf
0.622589224	3.497196198	Inf	Inf	Inf
0.622600814	3.62409544	Inf	Inf	Inf
0.62261237	3.541211844	Inf	Inf	Inf
0.62262396	3.66091609	Inf	Inf	Inf
0.622635527	3.546150446	Inf	Inf	Inf
0.622647095	3.584987164	Inf	Inf	Inf
0.622658685	3.580685139	Inf	Inf	Inf
0.622670252	3.635766983	Inf	Inf	Inf
0.622681819	3.546862841	Inf	Inf	Inf
0.62269341	3.573034763	Inf	Inf	Inf
0.622704965	3.596303463	Inf	Inf	Inf
0.622716556	3.776809454	Inf	Inf	Inf
0.622728123	3.605628014	Inf	Inf	Inf
0.62273969	3.579056978	Inf	Inf	Inf
0.62275128	3.609033585	Inf	Inf	Inf
0.622762847	3.618756056	Inf	Inf	Inf
0.622774414	3.530907393	Inf	Inf	Inf
0.622786005	3.565882444	Inf	Inf	Inf
0.62279756	3.760393143	Inf	Inf	Inf
0.62280915	3.63456583	Inf	Inf	Inf
0.622820718	3.596419573	Inf	Inf	Inf
0.622832285	3.652932406	Inf	Inf	Inf
0.622843875	3.724336386	Inf	Inf	Inf
0.622855442	3.637511492	Inf	Inf	Inf
0.622867009	3.592660904	Inf	Inf	Inf
0.622878599	3.623139143	Inf	Inf	Inf
0.622890155	3.643215895	Inf	Inf	Inf
0.622901745	3.585155964	Inf	Inf	Inf
0.622913312	3.564907789	Inf	Inf	Inf
0.62292488	3.686085701	Inf	Inf	Inf
0.62293647	3.68594408	Inf	Inf	Inf
0.622948037	3.653434753	Inf	Inf	Inf
0.622959604	3.636927843	Inf	Inf	Inf
0.622971194	3.551331759	Inf	Inf	Inf
0.622982773	3.738465071	Inf	Inf	Inf
0.62299434	3.61140132	Inf	Inf	Inf
0.623005907	3.666710377	Inf	Inf	Inf
0.623017474	3.573572874	Inf	Inf	Inf
0.623029065	3.69938302	Inf	Inf	Inf
0.623040632	3.609883547	Inf	Inf	Inf
0.623052222	3.617913723	Inf	Inf	Inf
0.623063766	3.54374361	Inf	Inf	Inf
0.623075368	3.676212311	Inf	Inf	Inf
0.623086935	3.640622616	Inf	Inf	Inf
0.623098502	3.607812643	Inf	Inf	Inf
0.623110069	3.526153088	Inf	Inf	Inf
0.623121659	3.635966301	Inf	Inf	Inf
0.623133215	3.689809561	Inf	Inf	Inf
0.623144805	3.591044426	Inf	Inf	Inf
0.623156372	3.513635159	Inf	Inf	Inf
0.62316794	3.561198711	Inf	Inf	Inf
0.62317953	3.782234192	Inf	Inf	Inf
0.623191097	3.684070587	Inf	Inf	Inf
0.623202664	3.532156229	Inf	Inf	Inf
0.623214254	3.558480978	Inf	Inf	Inf
0.623225821	3.703574896	Inf	Inf	Inf
0.623237389	3.672599793	Inf	Inf	Inf
0.623248956	3.554945946	Inf	Inf	Inf
0.623260534	3.592602253	Inf	Inf	Inf
0.623272125	3.696850061	Inf	Inf	Inf
0.623283692	3.693702936	Inf	Inf	Inf
0.623295259	3.696370602	Inf	Inf	Inf
0.623306849	3.635412455	Inf	Inf	Inf
0.623318416	3.748499155	Inf	Inf	Inf
0.623329983	3.628445387	Inf	Inf	Inf
0.623341551	3.628233433	Inf	Inf	Inf
0.623353129	3.564131498	Inf	Inf	Inf
0.62336472	3.625721693	Inf	Inf	Inf
0.623376287	3.517789364	Inf	Inf	Inf
0.623387854	3.570928097	Inf	Inf	Inf
0.623399421	3.559264422	Inf	Inf	Inf
0.623411011	3.592698813	Inf	Inf	Inf
0.623422601	3.575809002	Inf	Inf	Inf
0.623434145	3.378500938	Inf	Inf	Inf
0.623445747	3.29592967	Inf	Inf	Inf
0.623457314	3.461413145	Inf	Inf	Inf
0.623468882	3.417094946	Inf	Inf	Inf
0.623480449	3.65811944	Inf	Inf	Inf
0.623492016	3.540868521	Inf	Inf	Inf
0.623503606	3.612526417	Inf	Inf	Inf
0.623515173	3.617725134	Inf	Inf	Inf
0.62352674	3.697776556	Inf	Inf	Inf
0.623538319	3.594761133	Inf	Inf	Inf
0.623549886	3.59619832	Inf	Inf	Inf
0.623561384	3.582796812	Inf	Inf	Inf
0.623573055	3.549341202	Inf	Inf	Inf
0.623584622	3.571222067	Inf	Inf	Inf
0.623596201	3.593262911	Inf	Inf	Inf
0.623607768	3.648359537	Inf	Inf	Inf
0.623619335	3.634366751	Inf	Inf	Inf
0.623630914	3.619795084	Inf	Inf	Inf
0.623642481	3.625286818	Inf	Inf	Inf
0.623654071	3.712707758	Inf	Inf	Inf
0.623665638	3.559340239	Inf	Inf	Inf
0.623677205	3.594350338	Inf	Inf	Inf
0.623688796	3.586824417	Inf	Inf	Inf
0.623700363	3.649843693	Inf	Inf	Inf
0.62371193	3.534905434	Inf	Inf	Inf
0.623723509	3.601628542	Inf	Inf	Inf
0.623735099	3.543690205	Inf	Inf	Inf
0.623746666	3.673109293	Inf	Inf	Inf
0.623758245	3.555307865	Inf	Inf	Inf
0.6237698	3.53023696	Inf	Inf	Inf
0.623781402	3.6799016	Inf	Inf	Inf
0.623792969	3.70757246	Inf	Inf	Inf
0.623804536	3.423858166	Inf	Inf	Inf
0.623816104	3.314536572	Inf	Inf	Inf
0.623827671	3.333339691	Inf	Inf	Inf
0.623839261	3.307693243	Inf	Inf	Inf
0.623850828	3.355503559	Inf	Inf	Inf
0.623862395	3.26175642	Inf	Inf	Inf
0.623873985	3.303701401	Inf	Inf	Inf
0.623885553	3.244143486	Inf	Inf	Inf
0.62389712	3.227158546	Inf	Inf	Inf
0.62390871	3.223226309	Inf	Inf	Inf
0.623920265	3.224901199	Inf	Inf	Inf
0.623931844	3.22338438	Inf	Inf	Inf
0.623943423	3.218442679	Inf	Inf	Inf
0.623955002	3.214256287	Inf	Inf	Inf
0.623966569	3.212791681	Inf	Inf	Inf
0.623978147	3.212373018	Inf	Inf	Inf
0.623989738	3.216383219	Inf	Inf	Inf
0.624001305	3.215993166	Inf	Inf	Inf
0.62401286	3.216139793	Inf	Inf	Inf
0.624024451	3.215236425	Inf	Inf	Inf
0.624036041	3.216866732	Inf	Inf	Inf
0.624047585	3.21085453	Inf	Inf	Inf
0.624059175	3.263705254	Inf	Inf	Inf
0.624070742	3.28415823	Inf	Inf	Inf
0.624082309	3.20566082	Inf	Inf	Inf
0.624093888	3.394548178	Inf	Inf	Inf
0.624105455	3.374276161	Inf	Inf	Inf
0.624117045	3.41770649	Inf	Inf	Inf
0.624128636	3.417612791	Inf	Inf	Inf
0.62414018	3.51582098	Inf	Inf	Inf
0.62415177	3.42773962	Inf	Inf	Inf
0.624163337	3.351590395	Inf	Inf	Inf
0.624174904	3.359826565	Inf	Inf	Inf
0.624186483	3.401179314	Inf	Inf	Inf
0.62419805	3.390691757	Inf	Inf	Inf
0.62420964	3.419395447	Inf	Inf	Inf
0.624221207	3.368768454	Inf	Inf	Inf
0.624232775	3.473893404	Inf	Inf	Inf
0.624244365	3.45621562	Inf	Inf	Inf
0.624255932	3.508746386	Inf	Inf	Inf
0.624267499	3.417620421	Inf	Inf	Inf
0.624279089	3.356888056	Inf	Inf	Inf
0.624290656	3.406764031	Inf	Inf	Inf
0.624302224	3.390703678	Inf	Inf	Inf
0.624313791	3.439036846	Inf	Inf	Inf
0.624325369	3.365579844	Inf	Inf	Inf
0.62433696	3.385422945	Inf	Inf	Inf
0.624348515	3.350557327	Inf	Inf	Inf
0.624360094	3.403565645	Inf	Inf	Inf
0.624371684	3.353954554	Inf	Inf	Inf
0.624383251	3.354709148	Inf	Inf	Inf
0.624394842	3.370763302	Inf	Inf	Inf
0.624406386	3.418889761	Inf	Inf	Inf
0.624417964	3.334550381	Inf	Inf	Inf
0.624429555	3.363824606	Inf	Inf	Inf
0.624441122	3.296116352	Inf	Inf	Inf
0.6244527	3.418797016	Inf	Inf	Inf
0.624464267	3.37041688	Inf	Inf	Inf
0.624475846	3.376447678	Inf	Inf	Inf
0.624487425	3.29430294	Inf	Inf	Inf
0.624498992	3.377962351	Inf	Inf	Inf
0.624510582	3.384152412	Inf	Inf	Inf
0.624522149	3.369772911	Inf	Inf	Inf
0.624533716	3.362529039	Inf	Inf	Inf
0.624545284	3.318231583	Inf	Inf	Inf
0.624556851	3.371580124	Inf	Inf	Inf
0.624568441	3.391153336	Inf	Inf	Inf
0.624580008	3.377697945	Inf	Inf	Inf
0.624591575	3.292969227	Inf	Inf	Inf
0.624603177	3.393621683	Inf	Inf	Inf
0.624614744	3.343808651	Inf	Inf	Inf
0.624626311	3.468372822	Inf	Inf	Inf
0.624637878	3.369222879	Inf	Inf	Inf
0.624649446	3.486994505	Inf	Inf	Inf
0.624661036	3.499528885	Inf	Inf	Inf
0.624672603	3.441681862	Inf	Inf	Inf
0.62468417	3.407230616	Inf	Inf	Inf
0.624695749	3.346287251	Inf	Inf	Inf
0.624707339	3.349236727	Inf	Inf	Inf
0.624718906	3.415713787	Inf	Inf	Inf
0.624730485	3.510595083	Inf	Inf	Inf
0.62474204	3.432878017	Inf	Inf	Inf
0.624753631	3.366977692	Inf	Inf	Inf
0.624765198	3.409950972	Inf	Inf	Inf
0.624776765	3.446815252	Inf	Inf	Inf
0.624788344	3.536871433	Inf	Inf	Inf
0.624799934	3.504085064	Inf	Inf	Inf
0.624811501	3.404764652	Inf	Inf	Inf
0.624823068	3.633774042	Inf	Inf	Inf
0.624834635	3.451160908	Inf	Inf	Inf
0.624846214	3.358489275	Inf	Inf	Inf
0.624857804	3.383900166	Inf	Inf	Inf
0.624869371	3.549208403	Inf	Inf	Inf
0.62488095	3.455350161	Inf	Inf	Inf
0.624892517	3.369884253	Inf	Inf	Inf
0.624904084	3.426510572	Inf	Inf	Inf
0.624915675	3.57286787	Inf	Inf	Inf
0.624927253	3.429149151	Inf	Inf	Inf
0.62493882	3.381993294	Inf	Inf	Inf
0.624950388	3.344337225	Inf	Inf	Inf
0.624961955	3.515566826	Inf	Inf	Inf
0.624973533	3.440040112	Inf	Inf	Inf
0.6249851	3.524466753	Inf	Inf	Inf
0.624996691	3.477236271	Inf	Inf	Inf
0.625008269	3.439970255	Inf	Inf	Inf
0.625019825	3.436801672	Inf	Inf	Inf
0.625031404	3.395843983	Inf	Inf	Inf
0.625042982	3.396013975	Inf	Inf	Inf
0.625054561	3.40541172	Inf	Inf	Inf
0.625066128	3.391863346	Inf	Inf	Inf
0.625077695	3.401348829	Inf	Inf	Inf
0.625089286	3.334587574	Inf	Inf	Inf
0.625100853	3.293403626	Inf	Inf	Inf
0.62511242	3.198953867	Inf	Inf	Inf
0.625123999	3.197030783	Inf	Inf	Inf
0.625135589	3.195046186	Inf	Inf	Inf
0.625147156	3.190913677	Inf	Inf	Inf
0.625158723	3.18342948	Inf	Inf	Inf
0.62517029	3.177667141	Inf	Inf	Inf
0.625181869	3.177981615	Inf	Inf	Inf
0.625193448	3.180826664	Inf	Inf	Inf
0.625205015	3.181271553	Inf	Inf	Inf
0.625216605	3.183360815	Inf	Inf	Inf
0.625228195	3.183700085	Inf	Inf	Inf
0.625239739	3.179869413	Inf	Inf	Inf
0.625251318	3.179367065	Inf	Inf	Inf
0.625262908	3.17885232	Inf	Inf	Inf
